Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch
regexp,NA,NA,NA,NA,NA,NA,NA,N,N,Failed,1.5,23.azl3,1,1,regexp-1.5-49.fc41.src.rpm,Default Initialized,Default Initialized,1.5,49.fc41,EXISTS_IN_EXT,1.5,N,0,nan,NOT_FOUND,NA,NA,NA,NA
relaxngDatatype,NA,CP_batch1,Jagadeesh,12650,https://github.com/microsoft/azurelinux/pull/12650,OPEN,2025-02-27T05:22:31Z,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,2011.1,5.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,2011.1,N,0,nan,NOT_FOUND,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_relaxngDatatype
resource-agents,NA,CP_batch1,Archana,NA,NA,NA,NA,Y,Y,Failed,4.10.0,1.azl3,1,1,resource-agents-4.16.0-1.fc41.src.rpm,Default Initialized,Default Initialized,4.16.0,1.fc41,EXISTS_IN_EXT,4.10.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rhash,NA,P0,Akhila,11537,https://github.com/microsoft/azurelinux/pull/11537,OPEN,2024-12-19T06:42:07Z,Y,Y,Built,1.3.8,4.azl3,1,1,rhash-1.4.4-2.fc41.src.rpm,Default Initialized,Default Initialized,1.4.4,2.fc41,EXISTS_IN_EXT,1.3.8,Y,1,Akhila,NA,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_rhash
rhino,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,1.7.7.1,2.azl3,1,1,rhino-1.7.14-13.fc41.src.rpm,Default Initialized,Default Initialized,1.7.14,13.fc41,EXISTS_IN_EXT,1.7.7.1,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rhnlib,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,2.8.6,10.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,2.8.6,N,0,nan,NOT_FOUND,NA,NA,NA,NA
ripgrep,rust-ripgrep,NA,NA,NA,NA,NA,NA,Y,Y,Built,13.0.0,5.azl3,1,1,rust-ripgrep-14.1.1-1.fc41.src.rpm,Default Initialized,Default Initialized,14.1.1,1.fc41,EXISTS_IN_EXT,13.0.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rp-pppoe,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,3.12,16.azl3,1,1,rp-pppoe-4.0-5.fc41.src.rpm,Default Initialized,Default Initialized,4.0,5.fc41,EXISTS_IN_EXT,3.12,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rpmlint,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,1.11,8.azl3,1,1,rpmlint-2.5.0-10.fc41.src.rpm,Default Initialized,Default Initialized,2.5.0,10.fc41,EXISTS_IN_EXT,1.11,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rtkit,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.11,24.azl3,1,1,rtkit-0.11-65.fc41.src.rpm,Default Initialized,Default Initialized,0.11,65.fc41,EXISTS_IN_EXT,0.11,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
rubygem-bson,NA,CP_batch1,Jyoti,NA,NA,NA,NA,N,N,Built,4.15.0,1.azl3,1,1,rubygem-bson-4.15.0-8.fc41.src.rpm,Default Initialized,Default Initialized,4.15.0,8.fc41,EXISTS_IN_EXT,4.15.0,N,0,Jyoti,NOT_FOUND,NA,NA,NA,NA
rubygem-coderay,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.1.3,1.azl3,1,1,rubygem-coderay-1.1.3-9.fc41.src.rpm,Default Initialized,Default Initialized,1.1.3,9.fc41,EXISTS_IN_EXT,1.1.3,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rubygem-diff-lcs,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.5.0,1.azl3,1,1,rubygem-diff-lcs-1.5.0-6.fc41.src.rpm,Default Initialized,Default Initialized,1.5.0,6.fc41,EXISTS_IN_EXT,1.5.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
rubygem-eventmachine,NA,CP_batch1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,1.2.7,2.azl3,1,1,rubygem-eventmachine-1.2.7-26.fc41.src.rpm,Default Initialized,Default Initialized,1.2.7,26.fc41,EXISTS_IN_EXT,1.2.7,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rubygem-flexmock,NA,P0,Akhila,11538,https://github.com/microsoft/azurelinux/pull/11538,OPEN,2024-12-19T09:33:14Z,Y,Y,Built,2.3.6,8.azl3,1,1,rubygem-flexmock-3.0.1-1.fc41.src.rpm,Default Initialized,Default Initialized,3.0.1,1.fc41,EXISTS_IN_EXT,2.3.6,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11538,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_rubygem-flexmock
rubygem-liquid,NA,P0,Akhila,NA,NA,NA,NA,N,N,Built,5.1.0,1.azl3,1,1,rubygem-liquid-4.0.3-18.fc41.src.rpm,Default Initialized,Default Initialized,4.0.3,18.fc41,EXISTS_IN_EXT,5.1.0,Y,1,Akhila,NA,NA,NA,NA,NA
rubygem-maruku,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,0.7.3,1.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.7.3,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rubygem-mongo,NA,P0,Akhila,NA,NA,NA,NA,N,N,Built,2.17.0,1.azl3,1,1,rubygem-mongo-2.14.0-10.fc41.src.rpm,Default Initialized,Default Initialized,2.14.0,10.fc41,EXISTS_IN_EXT,2.17.0,Y,1,Akhila,NA,NA,NA,NA,NA
rubygem-mysql2,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,0.5.4,1.azl3,1,1,rubygem-mysql2-0.5.5-5.fc41.src.rpm,Default Initialized,Default Initialized,0.5.5,5.fc41,EXISTS_IN_EXT,0.5.4,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rubygem-pkg-config,NA,P0,Akhila,11601,https://github.com/microsoft/azurelinux/pull/11601,OPEN,2024-12-20T14:42:48Z,Y,Y,Built,1.4.5,4.azl3,1,1,rubygem-pkg-config-1.5.8-1.fc41.src.rpm,Default Initialized,Default Initialized,1.5.8,1.fc41,EXISTS_IN_EXT,1.4.5,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11601,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_rubygem-pkg-config
rubygem-rouge,NA,P0,Akhila,11704,https://github.com/microsoft/azurelinux/pull/11704,OPEN,2024-12-24T06:09:11Z,Y,Y,Built,3.26.0,3.azl3,1,1,rubygem-rouge-4.4.0-1.fc41.src.rpm,Default Initialized,Default Initialized,4.4.0,1.fc41,EXISTS_IN_EXT,3.26.0,Y,1,Akhila,https://github.com/microsoft/azurelinux/pull/11704,Bala,In Review,https://github.com/akhila-guruju/azurelinux-test.git,topic_rubygem-rouge
rubygem-rspec-expectations,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,3.12.0,1.azl3,1,1,rubygem-rspec-expectations-3.13.3-1.fc41.src.rp,Default Initialized,Default Initialized,3.13.3,1.fc41.src.rp,EXISTS_IN_EXT,3.12.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rubygem-rspec-mocks,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,3.12.1,1.azl3,1,1,rubygem-rspec-mocks-3.13.2-1.fc41.src.rpm,Default Initialized,Default Initialized,3.13.2,1.fc41,EXISTS_IN_EXT,3.12.1,N,0,nan,NOT_FOUND,NA,NA,NA,NA
rubygem-rspec-support,NA,New P0,Archana,12602,https://github.com/microsoft/azurelinux/pull/12602,DRAFT,2025-02-25T10:24:05Z,Y,Y,Built,3.12.0,1.azl3,1,1,rubygem-rspec-support-3.13.1-2.fc41.src.rpm,Default Initialized,Default Initialized,3.13.1,2.fc41,EXISTS_IN_EXT,3.12.0,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_rubygem-rspec-support
rubygem-thread_order,NA,NA,Archana,NA,NA,NA,NA,N,N,Built,1.1.1,5.azl3,1,1,rubygem-thread_order-1.1.1-12.fc41.src.rpm,Default Initialized,Default Initialized,1.1.1,12.fc41,EXISTS_IN_EXT,1.1.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
rusers,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.17,96.azl3,1,1,rusers-0.17-106.fc41.src.rpm,Default Initialized,Default Initialized,0.17,106.fc41,EXISTS_IN_EXT,0.17,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
rust-cbindgen,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,0.24.3,1.azl3,1,1,rust-cbindgen-0.27.0-1.fc41.src.rpm,Default Initialized,Default Initialized,0.27.0,1.fc41,EXISTS_IN_EXT,0.24.3,N,0,nan,NOT_FOUND,NA,NA,NA,NA
samba,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,4.18.3,1.azl3,1,1,samba-4.21.2-1.fc41.src.rpm,Default Initialized,Default Initialized,4.21.2,1.fc41,EXISTS_IN_EXT,4.18.3,N,0,nan,NOT_FOUND,NA,NA,NA,NA
sassist,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,0.8.5,5.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.8.5,N,0,nan,NOT_FOUND,NA,NA,NA,NA
satyr,NA,P1,Sumit,11240,https://github.com/microsoft/azurelinux/pull/11240,OPEN,2024-11-27T07:51:21Z,Y,Y,Failed,0.30,3.azl3,1,1,satyr-0.43-4.fc41.src.rpm,Default Initialized,Default Initialized,0.43,4.fc41,EXISTS_IN_EXT,0.30,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11240,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_satyr
sbc,NA,P0,Archana,11821,https://github.com/microsoft/azurelinux/pull/11821,MERGED,2025-01-08T10:46:32Z,Y,Y,Built,1.4,6.azl3,1,1,sbc-2.0-5.fc41.src.rpm,Default Initialized,Default Initialized,2.0,5.fc41,EXISTS_IN_EXT,1.4,Y,1,Archana,https://github.com/microsoft/azurelinux/pull/11821,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_sbc
sblim-cim-client2,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.2.5,16.azl3,1,1,sblim-cim-client2-2.2.5-30.fc41.src.rpm,Default Initialized,Default Initialized,2.2.5,30.fc41,EXISTS_IN_EXT,2.2.5,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-cmpi-base,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.6.4,17.azl3,1,1,sblim-cmpi-base-1.6.4-26.fc41.src.rpm,Default Initialized,Default Initialized,1.6.4,26.fc41,EXISTS_IN_EXT,1.6.4,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-cmpi-devel,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.0.3,21.azl3,1,1,sblim-cmpi-devel-2.0.3-31.fc41.src.rpm,Default Initialized,Default Initialized,2.0.3,31.fc41,EXISTS_IN_EXT,2.0.3,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-cmpi-fsvol,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.5.1,27.azl3,1,1,sblim-cmpi-fsvol-1.5.1-37.fc41.src.rpm,Default Initialized,Default Initialized,1.5.1,37.fc41,EXISTS_IN_EXT,1.5.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-cmpi-network,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.4.0,26.azl3,1,1,sblim-cmpi-network-1.4.0-35.fc41.src.rpm,Default Initialized,Default Initialized,1.4.0,35.fc41,EXISTS_IN_EXT,1.4.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-cmpi-nfsv3,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.1.1,23.azl3,1,1,sblim-cmpi-nfsv3-1.1.1-33.fc41.src.rpm,Default Initialized,Default Initialized,1.1.1,33.fc41,EXISTS_IN_EXT,1.1.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-cmpi-nfsv4,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.1.0,24.azl3,1,1,sblim-cmpi-nfsv4-1.1.0-35.fc41.src.rpm,Default Initialized,Default Initialized,1.1.0,35.fc41,EXISTS_IN_EXT,1.1.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-cmpi-params,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.3.0,24.azl3,1,1,sblim-cmpi-params-1.3.0-33.fc41.src.rpm,Default Initialized,Default Initialized,1.3.0,33.fc41,EXISTS_IN_EXT,1.3.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-cmpi-sysfs,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.2.0,24.azl3,1,1,sblim-cmpi-sysfs-1.2.0-34.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0,34.fc41,EXISTS_IN_EXT,1.2.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-cmpi-syslog,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.9.0,20.azl3,1,1,sblim-cmpi-syslog-0.9.0-28.fc41.src.rpm,Default Initialized,Default Initialized,0.9.0,28.fc41,EXISTS_IN_EXT,0.9.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-indication_helper,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.5.0,4.azl3,1,1,sblim-indication_helper-0.5.0-14.fc41.src.rpm,Default Initialized,Default Initialized,0.5.0,14.fc41,EXISTS_IN_EXT,0.5.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-sfcCommon,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.0.1,16.azl3,1,1,sblim-sfcCommon-1.0.1-25.fc41.src.rpm,Default Initialized,Default Initialized,1.0.1,25.fc41,EXISTS_IN_EXT,1.0.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-sfcb,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.4.9,20.azl3,1,1,sblim-sfcb-1.4.9-32.fc41.src.rpm,Default Initialized,Default Initialized,1.4.9,32.fc41,EXISTS_IN_EXT,1.4.9,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-sfcc,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.2.8,15.azl3,1,1,sblim-sfcc-2.2.8-27.fc41.src.rpm,Default Initialized,Default Initialized,2.2.8,27.fc41,EXISTS_IN_EXT,2.2.8,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-testsuite,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.3.0,23.azl3,1,1,sblim-testsuite-1.3.0-32.fc41.src.rpm,Default Initialized,Default Initialized,1.3.0,32.fc41,EXISTS_IN_EXT,1.3.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sblim-wbemcli,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.6.3,18.azl3,1,1,sblim-wbemcli-1.6.3-28.fc41.src.rpm,Default Initialized,Default Initialized,1.6.3,28.fc41,EXISTS_IN_EXT,1.6.3,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
scl-utils,NA,P0,Archana,11898,https://github.com/microsoft/azurelinux/pull/11898,MERGED,2025-01-14T05:16:28Z,Y,Y,Built,2.0.2,15.azl3,1,1,scl-utils-2.0.3-4.fc41.src.rpm,Default Initialized,Default Initialized,2.0.3,4.fc41,EXISTS_IN_EXT,2.0.2,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic-scl-utils
scotch,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,6.1.2,3.azl3,1,1,scotch-7.0.4-5.fc41.src.rpm,Default Initialized,Default Initialized,7.0.4,5.fc41,EXISTS_IN_EXT,6.1.2,N,0,nan,NOT_FOUND,NA,NA,NA,NA
screen,NA,NA,NA,NA,NA,NA,NA,N,N,Built,4.9.1,1.azl3,1,1,screen-4.9.1-2.fc41.src.rpm,Default Initialized,Default Initialized,4.9.1,2.fc41,EXISTS_IN_EXT,4.9.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sdparm,NA,P0,Archana,11822,https://github.com/microsoft/azurelinux/pull/11822,MERGED,2025-01-08T14:00:03Z,Y,Y,Built,1.11,2.azl3,1,1,sdparm-1.12-8.fc41.src.rpm,Default Initialized,Default Initialized,1.12,8.fc41,EXISTS_IN_EXT,1.11,Y,1,Archana,https://github.com/microsoft/azurelinux/pull/11822,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic-sdparm
sendmail,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,sendmail-8.18.1-4.fc41.src.rpm,Default Initialized,Default Initialized,8.18.1,4.fc41,REMOVED_FROM_BOTH,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
serd,NA,NA,Jyoti,12573,https://github.com/microsoft/azurelinux/pull/12573,OPEN,2025-02-24T13:54:29Z,Y,Y,Failed,0.30.2,3.azl3,1,1,serd-0.32.2-2.fc41.src.rpm,Default Initialized,Default Initialized,0.32.2,2.fc41,EXISTS_IN_EXT,0.30.2,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_serd
servletapi4,NA,CP_batch1,Sumit,12474,https://github.com/microsoft/azurelinux/pull/12474,MERGED,2025-02-18T05:30:48Z,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,4.0.4,302.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,4.0.4,N,0,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_servletapi4
servletapi5,NA,CP_batch1,Sumit,12475,https://github.com/microsoft/azurelinux/pull/12475,MERGED,2025-02-18T05:32:30Z,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,5.0.18,290.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,5.0.18,N,0,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_servletapi5
setserial,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.17,52.azl3,1,1,setserial-2.17-61.fc41.src.rpm,Default Initialized,Default Initialized,2.17,61.fc41,EXISTS_IN_EXT,2.17,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
setuptool,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.19.11,23.azl3,1,1,setuptool-1.19.11-30.fc41.src.rpm,Default Initialized,Default Initialized,1.19.11,30.fc41,EXISTS_IN_EXT,1.19.11,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sgpio,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.2.0.10,28.azl3,1,1,sgpio-1.2.0.10-37.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0.10,37.fc41,EXISTS_IN_EXT,1.2.0.10,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
shapelib,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,1.5.0,3.azl3,1,1,shapelib-1.6.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.6.1,1.fc41,EXISTS_IN_EXT,1.5.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
sip,NA,P0,Archana,11837,https://github.com/microsoft/azurelinux/pull/11837,MERGED,2025-01-09T16:51:48Z,Y,Y,Failed,4.19.21,2.azl3,1,1,sip-4.19.25-12.fc41.src.rpm,Default Initialized,Default Initialized,4.19.25,12.fc41,EXISTS_IN_EXT,4.19.21,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic-sip
skkdic,NA,P0,Archana,11834,https://github.com/microsoft/azurelinux/pull/11834,MERGED,2025-01-09T12:38:52Z,Y,Y,Built,20210217,1.azl3,1,1,skkdic-20240131-2.gitb798a46b88.fc41.src.rpm,Default Initialized,Default Initialized,20240131,2.gitb798a46b88.fc41,EXISTS_IN_EXT,20210217,Y,1,Archana,https://github.com/microsoft/azurelinux/pull/11834,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_skkdic
slirp4netns,NA,P0,Archana,11918,https://github.com/microsoft/azurelinux/pull/11918,MERGED,2025-01-15T05:07:57Z,Y,Y,Built,1.1.8,2.azl3,1,1,slirp4netns-1.3.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.3.1,1.fc41,EXISTS_IN_EXT,1.1.8,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_slirp4netns
smc-tools,NA,CP_batch1,Akarsh,12468,https://github.com/microsoft/azurelinux/pull/12468,OPEN,2025-02-17T16:06:41Z,Y,Y,Built,1.2.0,4.azl3,1,1,smc-tools-1.8.3-3.fc41.src.rpm,Default Initialized,Default Initialized,1.8.3,3.fc41,EXISTS_IN_EXT,1.2.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_smc-tools
sombok,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.4.0,12.azl3,1,1,sombok-2.4.0-22.fc41.src.rpm,Default Initialized,Default Initialized,2.4.0,22.fc41,EXISTS_IN_EXT,2.4.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sord,NA,NA,Jyoti,12621,https://github.com/microsoft/azurelinux/pull/12621,OPEN,2025-02-26T04:37:21Z,Y,Y,Failed,0.16.4,5.azl3,1,1,sord-0.16.16-2.fc41.src.rpm,Default Initialized,Default Initialized,0.16.16,2.fc41,EXISTS_IN_EXT,0.16.4,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_sord
sound-theme-freedesktop,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.8,16.azl3,1,1,sound-theme-freedesktop-0.8-22.fc41.src.rpm,Default Initialized,Default Initialized,0.8,22.fc41,EXISTS_IN_EXT,0.8,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
soundtouch,NA,P0,Archana,11835,https://github.com/microsoft/azurelinux/pull/11835,MERGED,2025-01-09T13:45:59Z,Y,Y,Built,2.1.1,5.azl3,1,1,soundtouch-2.3.3-1.fc41.src.rpm,Default Initialized,Default Initialized,2.3.3,1.fc41,EXISTS_IN_EXT,2.1.1,Y,1,Archana,https://github.com/microsoft/azurelinux/pull/11835,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic-soundtouch
sox,NA,NA,NA,NA,NA,NA,NA,N,N,Built,14.4.2.0,33.azl3,1,1,sox-14.4.2.0-39.fc41.src.rpm,Default Initialized,Default Initialized,14.4.2.0,39.fc41,EXISTS_IN_EXT,14.4.2.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
soxr,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.1.3,6.azl3,1,1,soxr-0.1.3-16.fc41.src.rpm,Default Initialized,Default Initialized,0.1.3,16.fc41,EXISTS_IN_EXT,0.1.3,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
sparsehash,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.0.3,3.azl3,1,1,sparsehash-2.0.3-12.fc41.src.rpm,Default Initialized,Default Initialized,2.0.3,12.fc41,EXISTS_IN_EXT,2.0.3,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
spausedd,NA,P0,Archana,11843,https://github.com/microsoft/azurelinux/pull/11843,OPEN,2025-01-10T05:22:49Z,Y,Y,Built,20201112,3.azl3,1,1,spausedd-20210719-9.fc41.src.rpm,Default Initialized,Default Initialized,20210719,9.fc41,EXISTS_IN_EXT,20201112,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic-spausedd
speex,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.2.0,6.azl3,1,1,speex-1.2.0-18.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0,18.fc41,EXISTS_IN_EXT,1.2.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
speexdsp,NA,P0,Archana,11844,https://github.com/microsoft/azurelinux/pull/11844,MERGED,2025-01-10T08:14:37Z,Y,Y,Built,1.2.0,2.azl3,1,1,speexdsp-1.2.1-7.fc41.src.rpm,Default Initialized,Default Initialized,1.2.1,7.fc41,EXISTS_IN_EXT,1.2.0,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic-speexdsp
spice-protocol,NA,P0,Archana,11847,https://github.com/microsoft/azurelinux/pull/11847,OPEN,2025-01-10T10:53:10Z,Y,Y,Built,0.14.3,2.azl3,1,1,spice-protocol-0.14.4-6.fc41.src.rpm,Default Initialized,Default Initialized,0.14.4,6.fc41,EXISTS_IN_EXT,0.14.3,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_spice-protocol
spice-vdagent,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.22.1,1.azl3,1,1,spice-vdagent-0.22.1-7.fc41.src.rpm,Default Initialized,Default Initialized,0.22.1,7.fc41,EXISTS_IN_EXT,0.22.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
spirv-headers,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,spirv-headers-1.5.5-25.fc41.src.rpm,Default Initialized,Default Initialized,1.5.5,25.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
spirv-tools,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,spirv-tools-2024.3-3.fc41.src.rpm,Default Initialized,Default Initialized,2024.3,3.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
splix,NA,NA,NA,NA,NA,NA,NA,N,N,Failed,2.0.1,3.azl3,1,1,splix-2.0.1-2.fc41.src.rpm,Default Initialized,Default Initialized,2.0.1,2.fc41,EXISTS_IN_EXT,2.0.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
squid,NA,CP_batch1,Jyoti,12636,https://github.com/microsoft/azurelinux/pull/12636,MERGED,2025-02-26T13:30:20Z,Y,Y,Built,5.7,5.azl3,1,1,squid-6.12-2.fc41.src.rpm,Default Initialized,Default Initialized,6.12,2.fc41,EXISTS_IN_EXT,5.7,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_squid_specs
